name	cuisines	rank	nreviews	address	phone	website	score	food	service	value	new_address	location	point
Bellagamba Bodegón	Apto para vegetarianos	#822 de 5.004 	154.0	Calle Armenia 1242, Buenos Aires C1414DKB Argentina	4775-9997	https://www.facebook.com/pages/Bellagamba-Bodeg%C3%B3n/546152665445413	3.5	3.5	3.0	4.0	Armenia 1242, CABA, Argentina	Bellagamba Bodegón, 1242, Armenia, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414BAS, Argentina	(-34.5924649, -58.4320881, 0.0)
Raclette Grilled Cheese & Coffee House	Apto para vegetarianos	#827 de 5.004 	24.0	Calle Arenales 939 Entre Carlos Pellegrini y Suipacha, Buenos Aires 1061 Argentina	+54 11 4393-9951		5.0	4.5	5.0	4.5	Arenales 939, CABA, Argentina	939, Arenales, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1059ABD, Argentina	(-34.5940497, -58.38067073225807, 0.0)
Costumbres Criollas	Desayuno, Almuerzo, Cena	#828 de 5.004 	92.0	Calle Libertador, 308 Retiro, Buenos Aires Argentina	+54 11 4393-3202	http://www.costumbrecriollacf.com/	4.0	4.5	4.0	4.5	Libertador, 308, CABA, Argentina	El Libertador, Gutenberg, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, 1419, Argentina	(-34.5944659, -58.5031175, 0.0)
La Catedral del Tango	Opciones veganas	#829 de 5.004 	164.0	Sarmiento 4006, Buenos Aires Argentina	+54 11 4393-3202	http://www.lacatedralclub.com/	4.0	3.0	3.0	4.0	Sarmiento 4006, CABA, Argentina	La Catedral, 4006, Sarmiento, Calle de las Flores, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1197, Argentina	(-34.6050078, -58.4213427, 0.0)
Hops	Apto para vegetarianos	#834 de 5.004 	48.0	Calle Pedro Del Castillo 422, Buenos Aires C1414AWJ Argentina	+54 11 4393-3202	https://www.facebook.com/hopscerveza	4.5	4.0	4.0	4.0	Pedro Del Castillo 422, CABA, Argentina		
Churros El Topo	Comida para llevar	#860 de 5.004 	43.0	Virrey del Pino 2617 Belgrano, Buenos Aires Argentina	47862188	http://churreriaeltopo.com.ar/sucursales-delivery/	4.5	4.5	4.0	4.0	Virrey del Pino 2617, CABA, Argentina	2617, Virrey Del Pino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426ABC, Argentina	(-34.56758638367347, -58.4550333244898, 0.0)
Konu Bar	Apto para vegetarianos, Opciones veganas	#872 de 5.004 	70.0	Teniente General Juan Domingo Peron 1319, Buenos Aires Argentina	+54 11 4373-4976		4.0	4.5	4.0	4.5	Teniente General Juan Domingo Peron 1319, CABA, Argentina	Loving Hut - Konu, 1319, Teniente General Juan Domingo Perón, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina	(-34.6063338, -58.3854328, 0.0)
Gran Pizzeria Los Talentos	Almuerzo, Cena, Abierto hasta tarde	#902 de 5.004 	120.0	Defensa 902, Buenos Aires Argentina	4307-2952	http://pizzerialostalentos.com.ar/	4.0	4.0	4.0	4.0	Defensa 902, CABA, Argentina	Gran Pizzeria Los Talentos, 902, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1065AAR, Argentina	(-34.6185567, -58.3715364, 0.0)
Tiendas Naturales – Puerto Madero	Internacional, Saludable	#904 de 5.004 	27.0	Olga Cossettini 733, Buenos Aires 1107 Argentina	+54 11 4843-7407	https://www.facebook.com/TiendasNaturales/	4.5	4.5	4.5	4.0	Olga Cossettini 733, CABA, Argentina	Olga Cossettini, Puerto Madero, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1107CHG, Argentina	(-34.6150358, -58.3630184, 0.0)
Mostaza	Almuerzo, Cena	#911 de 5.004 	245.0	Olga Cossettini 803, Buenos Aires Argentina	+54 11 4843-7407	http://www.mostazaweb.com.ar/	3.5	3.5	3.5	3.5	Olga Cossettini 803, CABA, Argentina	Olga Cossettini, Puerto Madero, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1107CHG, Argentina	(-34.6150358, -58.3630184, 0.0)
Gringo-Pancheria	Almuerzo	#916 de 5.004 	50.0	Calle Lavalle 695, Buenos Aires C1047AAM Argentina	+54 11 4843-7407	https://www.facebook.com/pages/G-R-I-N-G-O-Pancher%C3%ADa/220115531368745	4.5	4.5	4.0	4.0	Lavalle 695, CABA, Argentina	695, Lavalle, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAA, Argentina	(-34.60226964489796, -58.376520497959184, 0.0)
La Piedad	Almuerzo	#926 de 5.004 	51.0	Florida 31, Buenos Aires Argentina	+54 11 4331-1993		4.0	4.0	3.5	3.5	Florida 31, CABA, Argentina	31, Florida, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1084AAA, Argentina	(-34.60779345882353, -58.37492847058824, 0.0)
Na Serapia	Almuerzo, Cena	#932 de 5.004 	113.0	3357 Avenida La Heras, Buenos Aires Argentina	+54 11 4801-5307		4.0	4.0	4.0	4.0	3357, CABA, Argentina	Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, Argentina	(-34.6075682, -58.4370894, 0.0)
A Gusto Y Piacere	Almuerzo	#946 de 5.004 	35.0	Tucuman 463, Buenos Aires C1084AAQ Argentina	+54 11 4801-5307	http://www.facebook.com/pages/A-Gusto-y-Piacere/495311003855364	4.5	4.5	4.5	4.5	Tucuman 463, CABA, Argentina	463, Tucumán, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAA, Argentina	(-34.600869820408164, -58.373477814285714, 0.0)
La Vitola Pizzeria y Cafeteria	Cena	#959 de 5.004 	68.0	Maipu 607 Esquina Tucuman, Buenos Aires Argentina	43284882		4.0	4.0	4.0	4.0	Maipu 607, CABA, Argentina	607, Maipú, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1006ACF, Argentina	(-34.60098691836735, -58.3767072632653, 0.0)
La Fachada	Apto para vegetarianos	#969 de 5.004 	54.0	Araoz 1283, Buenos Aires 1426 Argentina	+54 11 4774-6535	http://www.lafachada.com.ar/	4.0	4.0	4.0	4.0	Araoz 1283, CABA, Argentina	La Fachada, 1283, Aráoz, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DQJ, Argentina	(-34.5938868, -58.4275307, 0.0)
Panaderia Arabe Fatay	Apto para vegetarianos	#980 de 5.004 	34.0	Calle Felipe Vallese 3535, Buenos Aires C1407MHE Argentina	+54 11 4671-3868		4.5	4.5	4.5	4.5	Felipe Vallese 3535, CABA, Argentina	3535, Felipe Vallese, Floresta, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407FAT, Argentina	(-34.62507091836735, -58.48067214285714, 0.0)
Jaam	Bar de vinos, Saludable	#990 de 5.004 	16.0	Bolívar 916, Buenos Aires C1066AAT Argentina	+54 11 5569-4163	https://www.facebook.com/JAAM-642956496136813/	5.0				Bolívar 916, CABA, Argentina	916, Bolívar, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1066AAR, Argentina	(-34.61870947142857, -58.37292612857143, 0.0)
El Salteño	Almuerzo, Cena, Abierto hasta tarde	#1.004 de 5.004 	86.0	Gascon 578, Buenos Aires Argentina	+54 11 5569-4163		4.0	4.0	4.0	4.5	Gascon 578, CABA, Argentina	578, Gascón, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1199, Argentina	(-34.60486948571429, -58.42449371632653, 0.0)
El Boliche de Roberto	Cena	#1.032 de 5.004 	61.0	Calle Bulnes 331, Buenos Aires C1176ABE Argentina	+54 11 6546-3695	http://www.facebook.com/pages/El-Boliche-De-Roberto/211025942251866	4.0	3.5	3.5	3.5	Bulnes 331, CABA, Argentina	El Boliche de Roberto, 331, Bulnes, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1177, Argentina	(-34.6070477, -58.4186119, 0.0)
Dado	Comida rápida, Argentina, Sudamericana	#1.043 de 5.004 	33.0	Parana 320, Buenos Aires Argentina	+54 11 4371-4193		4.5	5.0	4.5	4.5	Parana 320, CABA, Argentina	320, Paraná, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1017, Argentina	(-34.60512262040816, -58.38796734489796, 0.0)
Club Social General Alvear	Almuerzo, Cena	#1.050 de 5.004 	43.0	Calle Ruggieri 2736, Buenos Aires C1425DLB Argentina	48025445		4.0	4.5	3.5	4.5	Ruggieri 2736, CABA, Argentina	Plaza Ruggieri, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, Argentina	(-34.5806149, -58.40741190298526, 0.0)
Estilo Veggie	Cervecería, Latina, Española, Pub, Argentina, Sudamericana	#1.058 de 5.004 	70.0	Fitz Roy 1941, Buenos Aires 1414 Argentina	+54 11 4775-6056	https://www.facebook.com/EstiloVeggiePalermo/	4.0	4.5	3.5	4.0	Fitz Roy 1941, CABA, Argentina	Estilo Veggie, 1941, Fitz Roy, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414, Argentina	(-34.5823227, -58.4341108, 0.0)
Genghis Mongolian Grill	Fusión, Asiática, Mongola	#1.075 de 5.004 	86.0	El Salvador 5090, Buenos Aires C1414BPR Argentina	+54 11 5850-5666	http://www.facebook.com/Mongolian-GRILL-Genghis-278930955609648/timeline/?ref=hl	4.5	4.5	4.5	4.5	El Salvador 5090, CABA, Argentina	5090, El Salvador, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DMJ, Argentina	(-34.58693270816327, -58.430911289795915, 0.0)
Jay's	Estadounidense, Del sudoeste de EE.UU	#1.079 de 5.004 	23.0	Antonio Beruti 2640 Entre Anchorena Y Ecuador, Buenos Aires C1425BBD Argentina	+54 11 4823-5857	http://jaysamerican.com/	4.5	4.5	4.5	4.5	Antonio Beruti 2640, CABA, Argentina		
Hoy	China, Asiática	#1.089 de 5.004 	36.0	Intendente Alfaro 50 Acassuso, Buenos Aires 1641 Argentina	4793-8455 4792-3107		4.0	4.5	4.0	4.0	Intendente Alfaro 50, CABA, Argentina		
La Covacha de Chicho	Almuerzo, Cena	#1.115 de 5.004 	45.0	Chacabuco 1054, Buenos Aires Argentina	+54 11 4300-1872		4.0	4.0	4.0	4.5	Chacabuco 1054, CABA, Argentina	1054, Chacabuco, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1069AAS, Argentina	(-34.620279654166666, -58.37571697916667, 0.0)
Esquina Libertad	Cena, Abierto hasta tarde, Bebidas	#1.157 de 5.004 	65.0	Uriarte 1501 Palermo, Buenos Aires Argentina	4 897-2069	http://www.guiaoleo.com.ar/restaurantes/Esquina-Libertad-6923	4.0	3.5	3.5	4.0	Uriarte 1501, CABA, Argentina	1501, Uriarte, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DAG, Argentina	(-34.588121, -58.432909, 0.0)
Sheikob's Bagels	Estadounidense, Sudamericana	#1.179 de 5.004 	48.0	Uriarte 1386, Buenos Aires C1414 Argentina	+54 11 4776-4358	http://facebook.com/sheikobsbagels	4.0	4.5	4.5	4.0	Uriarte 1386, CABA, Argentina	1386, Uriarte, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DAG, Argentina	(-34.58881497142857, -58.434297314285715, 0.0)
Hello Frank Hamburguesas de Autor	Comida rápida	#1.180 de 5.004 	64.0	Caballito Calle Doblas 601 Esquina Valle, Buenos Aires C1424BLM Argentina	1527465299	http://www.facebook.com/HelloFrankHamburguesas/	4.0	4.0	4.0	3.5	Caballito Doblas 601, CABA, Argentina		
Café San Bernardo	Argentina	#1.191 de 5.004 	74.0	Av Corrientes 5436, Buenos Aires 1414 Argentina	+54 11 4855-3956	http://www.cafesanbernardo.com/	4.0	3.5	3.5	4.0	Av Corrientes 5436, CABA, Argentina	5436, Avenida Corrientes, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414AJU, Argentina	(-34.59788748123138, -58.44110800312369, 0.0)
La Ventanita	Cena	#1.195 de 5.004 	31.0	Minones 1686 Miñones y Olazábal, Buenos Aires 1428 Argentina	+54 11 4784-2673		4.0	4.0	4.0	4.5	Minones 1686, CABA, Argentina	Miñones, Bajo Belgrano, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428CW, Argentina	(-34.5553923, -58.445551, 0.0)
La Continental	Argentina, Italiana, Pizzería, Café, Comida rápida, Sudamericana	#1.214 de 5.004 	34.0	Avenida de Mayo 1389, Buenos Aires C1085ABD Argentina	+54 11 4122-1400	http://www.lacontinental.com/	4.0	4.5	3.5	5.0	de Mayo 1389, CABA, Argentina		
Fitz Roll	Apto para vegetarianos, Opciones veganas	#1.224 de 5.004 	36.0	Fitz Roy 1850, Buenos Aires Argentina	+54 9 11 3804-1756	http://www.facebook.com/fitzrolleros	4.5	4.5	4.5	4.5	Fitz Roy 1850, CABA, Argentina	1850, Fitz Roy, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414 CHW, Argentina	(-34.58294056089729, -58.43510903294383, 0.0)
Bellagamba Bodegon	Almuerzo, Cena	#1.235 de 5.004 	105.0	Avenida Gaona 1327, Buenos Aires C1416DRD Argentina	4583-6200		3.5	4.0	3.5	4.5	Gaona 1327, CABA, Argentina	1327, Avenida Gaona, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1416DRO, Argentina	(-34.60834584285714, -58.44821874489796, 0.0)
Mordisquito	Comida rápida	#1.240 de 5.004 	41.0	Esmeralda 278 - 282 CABA, Buenos Aires 1035 Argentina	+54 43942158	http://www.mordisquito.com/	4.0	4.0	4.0	4.5	Esmeralda 278, CABA, Argentina	278, Esmeralda, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1041AAO, Argentina	(-34.60509774166667, -58.37804731666667, 0.0)
Bellagamba Bodegon	Cena, Brunch, Almuerzo	#1.242 de 5.004 	56.0	Carlos Calvo 614, Buenos Aires 1140 Argentina	+54 11 4300-9028	http://www.welcomesantelmo.com/san-telmo-guia/yrwmv3s8ft/Bellagamba	4.0	3.5	3.0	4.0	Carlos Calvo 614, CABA, Argentina	El Hostal de San Telmo, 614, Carlos Calvo, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1078, Argentina	(-34.6197337, -58.3748544, 0.0)
Pizzería Lo de Pepín	Apto para vegetarianos	#1.249 de 5.004 	45.0	Defensa 902 Esquina con Estados Unidos, Buenos Aires 1101 Argentina	+54 11 4300-9740	https://www.facebook.com/PizzeriaLodePepin/	4.0	4.0	4.0	4.0	Defensa 902, CABA, Argentina	Gran Pizzeria Los Talentos, 902, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1065AAR, Argentina	(-34.6185567, -58.3715364, 0.0)
Cachito Premium	Almuerzo, Cena	#1.253 de 5.004 	105.0	Apolinario Figueroa 399 Esq. Valentín Virasoro, Buenos Aires C1414EDG Argentina	+54 11 4855-0959	http://cachitopremium.com.ar/	4.0	4.0	3.5	3.5	Apolinario Figueroa 399, CABA, Argentina		
El Chiste	Almuerzo, Cena	#1.275 de 5.004 	42.0	Calle Moreno 467 Monserrat, Buenos Aires C1091AAI Argentina	+54 11 4345-5506	http://www.facebook.com/pages/Pizzer%C3%ADa-El-Chiste/127725597286862?ref=ts&fref=ts	4.0	4.5	3.5	4.0	Moreno 467, CABA, Argentina	467, Moreno, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1066, Argentina	(-34.61126344489796, -58.3728619, 0.0)
La Soñada Parrilla - Resto	Almuerzo, Cena	#1.306 de 5.004 	26.0	Calle Amenabar 887, Buenos Aires C1426AJM Argentina	47831902		4.0	4.0	4.0	4.0	Amenabar 887, CABA, Argentina	887, Amenábar, Colegiales, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426AGX, Argentina	(-34.571420112244894, -58.44792343469388, 0.0)
La Birreria - Cañitas	Cena	#1.310 de 5.004 	21.0	Calle Ortega y Gasset 1899 Esquina Báez, Buenos Aires C1426DHG Argentina	47831902	http://labirreria.com.ar/	4.5	4.5	4.5	4.5	Ortega y Gasset 1899, CABA, Argentina	1899, Ortega y Gasset, Las Cañitas, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1426AAH, Argentina	(-34.5707435, -58.4331062, 0.0)
La Orquidea	Brunch, Desayuno	#1.329 de 5.004 	30.0	Avenida Corrientes 4101, Buenos Aires C1195AAA Argentina	+54 11 4864-0957		4.0	3.5	4.0	4.0	Corrientes 4101, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
La Cocina De Amira	Libanesa, Albanesa, Del Medio Oriente	#1.331 de 5.004 	19.0	Montevideo 559, Buenos Aires Argentina	+54 11 4308-0549		5.0	4.0	4.5	4.0	Montevideo 559, CABA, Argentina	559, Montevideo, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1019, Argentina	(-34.60227798571428, -58.38943345714286, 0.0)
Ditali Pizzas & Comidas	Apto para vegetarianos	#1.334 de 5.004 	50.0	Maipu 908 Paraguay, Buenos Aires Argentina	+54 11 4308-0549		4.0	4.5	4.0	4.5	Maipu 908, CABA, Argentina	908, Maipú, Microcentro, Retiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1006, Argentina	(-34.5974621175, -58.3769517625, 0.0)
Pau Pei Cafeteria & Almuerzos	Bar, Saludable, Café	#1.345 de 5.004 	21.0	Juan Ramirez De Velazco 1501, Buenos Aires C1414ARE CABA Argentina	+54 11 4857-9657	http://www.facebook.com/cafe.PauPei	4.5	5.0	5.0	4.5	Juan Ramirez De Velazco 1501, CABA, Argentina		
El Gauchito	Almuerzo, Cena	#1.365 de 5.004 	25.0	Avenida Independencia 414, Buenos Aires C1099AAR Argentina	43008783	http://www.facebook.com/elgauchitosantelmo	4.5	4.5	4.5	4.5	Independencia 414, CABA, Argentina	Independencia, Constitución, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.61814285, -58.380865910550234, 0.0)
Angelito	Pizzería, Argentina, Comida rápida, Sudamericana	#1.388 de 5.004 	61.0	Calle Vicente Camargo 490, Buenos Aires C1414AHJ Argentina	4855-9667		4.0	4.0	3.5	4.0	Vicente Camargo 490, CABA, Argentina		
Kentucky Pizza - Hollywood	Almuerzo, Cena	#1.424 de 5.004 	95.0	Costa Rica 5595, Buenos Aires 1426 Argentina	+54 11 4773-7372	http://www.pizzeriaskentucky.com/locales	3.5	3.5	3.0	3.5	Costa Rica 5595, CABA, Argentina	5595, Costa Rica, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FWB, Argentina	(-34.582623999999996, -58.434354030860035, 0.0)
Burguer King	Almuerzo	#1.434 de 5.004 	99.0	Calle Lavalle, 727, Buenos Aires Argentina	+54 810-122-5464	http://www.burgerking.com.ar/restaurante/microcentro-iii	3.5	3.5	3.0	3.5	Lavalle, 727, CABA, Argentina	727, Lavalle, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAA, Argentina	(-34.602293091836735, -58.37712242040816, 0.0)
The Birra Lab	Cervecería, Bar, Comida rápida, Pub	#1.436 de 5.004 	22.0	Calle Lavalle 721, Buenos Aires C1047AAO Argentina	+54 11 3778-8278	http://www.thebirralab.com/	4.0	4.0	4.0	4.5	Lavalle 721, CABA, Argentina	721, Lavalle, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAA, Argentina	(-34.6022894244898, -58.37705403877551, 0.0)
La Bagueteria	Almuerzo	#1.440 de 5.004 	38.0	Calle Piedras 120, Buenos Aires C1070AAD Argentina	+54 11 4342-4311		4.5	4.5	4.5	4.5	Piedras 120, CABA, Argentina	120, Piedras, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1079AAD, Argentina	(-34.6096455632653, -58.37766258571429, 0.0)
EL Puestito Del Tio	Almuerzo, Cena, Abierto hasta tarde	#1.443 de 5.004 	25.0	Av Dorrego 3700 entre Figueroa Alcorta y Lugones, Buenos Aires Argentina	+54 11 4342-4311	https://www.facebook.com/pages/El-Puestito-Del-Tio/159507910786243	4.5	4.5	4.0	4.5	Av Dorrego 3700, CABA, Argentina	Avenida Dorrego, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425ABX, Argentina	(-34.5639414, -58.4185736, 0.0)
La Reverde	Argentina, Sudamericana	#1.445 de 5.004 	45.0	Montevideo 40, Buenos Aires Argentina	5443841093	http://www.facebook.com/parrillavegana	4.0	4.0	4.0	4.0	Montevideo 40, CABA, Argentina	La Reverde Parilla Vegana, 40, Montevideo, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1037ADA, Argentina	(-34.6085912, -58.3893568, 0.0)
McDonald's	Brunch, Desayuno, Almuerzo	#1.451 de 5.004 	121.0	Calle Florida, 570, Buenos Aires Argentina	5443841093		3.5	3.5	3.5	3.5	Florida, 570, CABA, Argentina	570, Florida, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1005AAO, Argentina	(-34.60148184489796, -58.37539942448979, 0.0)
Los Sabios	Cena	#1.452 de 5.004 	67.0	Ave. Corrientes 3733, Buenos Aires Argentina	48659585	http://cityseeker.com/buenos-aires/best-vegetarian-vegan-restaurants_R8	3.5	4.0	3.5	4.0	Ave. Corrientes 3733, CABA, Argentina	Los Sabios Restaurante Vegetariano, 3733, Avenida Corrientes, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1194AAD, Argentina	(-34.603416, -58.4174913, 0.0)
La Parolaccia Trattoria	Almuerzo, Cena	#1.457 de 5.004 	17.0	Av. Alicia Moreau de Justo 1052, Buenos Aires Argentina	+54 11 4343-1679	http://www.laparolaccia.com/	4.0				Alicia Moreau de Justo 1052, CABA, Argentina	Jardín de Infantes Nucleado A (EPCjc 07/17°) Alicia Moreau de Justo, Juan Agustín García, Villa Santa Rita, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, 1416, Argentina	(-34.6093275, -58.4804543, 0.0)
Lo de Nestor	Almuerzo, Cena	#1.472 de 5.004 	47.0	Bolivar 548, Buenos Aires Argentina	+54 11 4342-7588	https://www.facebook.com/pages/Bar-Lo-De-N%C3%A9stor/1438249583096199	4.0	4.0	4.0	4.0	Bolivar 548, CABA, Argentina	548, Bolívar, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1042AAB, Argentina	(-34.61432354081633, -58.37315010408163, 0.0)
Tinta Restaurante & Bar		#1.473 de 5.004 	14.0	José A. Cabrera 5621, Buenos Aires C1414BHE Argentina	+54 11 4776-1654	https://www.facebook.com/tintabsas/?ref=py_c	4.5				José A. Cabrera 5621, CABA, Argentina		
Peter’s	Cena	#1.476 de 5.004 	42.0	Nueva York 4010, Buenos Aires C1419HDR CABA Argentina	+54 11 4502-7721	http://www.petershotdog.com/	4.0	3.5	3.5	3.5	Nueva York 4010, CABA, Argentina	4010, Nueva York, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419ICG, Argentina	(-34.60027573469388, -58.51176218979592, 0.0)
El Refugio de Oleiros	Almuerzo, Cena	#1.485 de 5.004 	40.0	Calle Piedras 848, Buenos Aires C1070AAR Argentina	43001171	http://www.welcomesantelmo.com/san-telmo-guia/09ytpzgnmx/El-Refugio-de-Oleiros	4.0	4.0	4.0	4.5	Piedras 848, CABA, Argentina	848, Piedras, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1100AAF, Argentina	(-34.61802774081632, -58.37724434285714, 0.0)
Hamburga		#1.495 de 5.004 	10.0	Costa Rica 4875, Buenos Aires 1414 Argentina	43001171	http://www.hamburga.com.ar/	5.0				Costa Rica 4875, CABA, Argentina	4875, Costa Rica, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DOR, Argentina	(-34.58687540408163, -58.42877136122449, 0.0)
Luce Cocina	Argentina, Sudamericana	#1.502 de 5.004 	28.0	Calle Felipe Vallese 1599 Caballito, Buenos Aires C1406FSC Argentina	+54 11 2069-7945	http://es-la.facebook.com/lucecocina	4.0	4.0	3.5	4.0	Felipe Vallese 1599, CABA, Argentina	1599, Felipe Vallese, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1406BOS, Argentina	(-34.617006, -58.456585, 0.0)
La Niña de Oro	Almuerzo, Cena, Desayuno	#1.503 de 5.004 	49.0	Avenida Santa Fe 4500, Buenos Aires C1425BHT Argentina	+54 11 4772-9989	http://www.facebook.com/pages/La-Ni%C3%B1a-de-Oro/578686992164087	4.0	4.0	4.0	4.0	Santa Fe 4500, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
