	name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
79	Panaderia Arabe Fatay	Apto para vegetarianos	#982 de 5.010 restaurantes en Buenos Aires	34 opiniones	Calle Felipe Vallese 3535, Buenos Aires C1407MHE Argentina	+54 11 4671-3868	none	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
80	Jaam	Bar de vinos, Saludable	#990 de 5.010 restaurantes en Buenos Aires	16 opiniones	Bolívar 916, Buenos Aires C1066AAT Argentina	+54 11 5569-4163	https://www.facebook.com/JAAM-642956496136813/	ui_bubble_rating bubble_50	none	none	none
81	El Salteño	Almuerzo, Cena, Abierto hasta tarde	#1.007 de 5.010 restaurantes en Buenos Aires	86 opiniones	Gascon 578, Buenos Aires Argentina	+54 11 5569-4163	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
82	El Boliche de Roberto	Cena	#1.032 de 5.010 restaurantes en Buenos Aires	61 opiniones	Calle Bulnes 331, Buenos Aires C1176ABE Argentina	+54 11 6546-3695	http://www.facebook.com/pages/El-Boliche-De-Roberto/211025942251866	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
83	Dado	Comida rápida, Argentina, Sudamericana	#1.040 de 5.010 restaurantes en Buenos Aires	33 opiniones	Parana 320, Buenos Aires Argentina	+54 11 4371-4193	none	ui_bubble_rating bubble_45	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
84	Club Social General Alvear	Almuerzo, Cena	#1.052 de 5.010 restaurantes en Buenos Aires	43 opiniones	Calle Ruggieri 2736, Buenos Aires C1425DLB Argentina	48025445	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
85	Estilo Veggie	Pub con cerveza artesanal, Latina, Española, Pub, Argentina, Sudamericana	#1.062 de 5.010 restaurantes en Buenos Aires	70 opiniones	Fitz Roy 1941, Buenos Aires 1414 Argentina	+54 11 4775-6056	https://www.facebook.com/EstiloVeggiePalermo/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
86	Jay's	Estadounidense, Del sudoeste de EE.UU	#1.081 de 5.010 restaurantes en Buenos Aires	23 opiniones	Antonio Beruti 2640 Entre Anchorena Y Ecuador, Buenos Aires C1425BBD Argentina	+54 11 4823-5857	http://jaysamerican.com/	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
87	Genghis Mongolian Grill	Fusión, Asiática, Mongola	#1.082 de 5.010 restaurantes en Buenos Aires	86 opiniones	El Salvador 5090, Buenos Aires C1414BPR Argentina	+54 11 5850-5666	http://www.facebook.com/Mongolian-GRILL-Genghis-278930955609648/timeline/?ref=hl	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
88	Hoy	China, Asiática	#1.088 de 5.010 restaurantes en Buenos Aires	36 opiniones	Intendente Alfaro 50 Acassuso, Buenos Aires 1641 Argentina	4793-8455 4792-3107	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
89	La Covacha de Chicho	Almuerzo, Cena	#1.115 de 5.010 restaurantes en Buenos Aires	45 opiniones	Chacabuco 1054, Buenos Aires Argentina	+54 11 4300-1872	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
90	Esquina Libertad	Cena, Abierto hasta tarde, Bebidas	#1.158 de 5.010 restaurantes en Buenos Aires	65 opiniones	Uriarte 1501 Palermo, Buenos Aires Argentina	4 897-2069	http://www.guiaoleo.com.ar/restaurantes/Esquina-Libertad-6923	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
91	Hello Frank Hamburguesas de Autor	Comida rápida	#1.179 de 5.010 restaurantes en Buenos Aires	64 opiniones	Caballito Calle Doblas 601 Esquina Valle, Buenos Aires C1424BLM Argentina	1527465299	http://www.facebook.com/HelloFrankHamburguesas/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35
92	Cafe San Bernardo	Argentina	#1.191 de 5.010 restaurantes en Buenos Aires	74 opiniones	Avenida Corrientes 5436, Buenos Aires C1414AJU Argentina	1527465299	http://www.cafesanbernardo.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
93	La Ventanita	Cena	#1.194 de 5.010 restaurantes en Buenos Aires	31 opiniones	Minones 1686 Miñones y Olazábal, Buenos Aires 1428 Argentina	+54 11 4784-2673	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
94	Pizzeria MiTio	Almuerzo, Cena	#1.196 de 5.010 restaurantes en Buenos Aires	28 opiniones	Defensa X Estados Unidos, Buenos Aires Argentina	43621244	none	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
95	La Continental	Argentina, Italiana, Pizzería, Café, Comida rápida, Sudamericana	#1.213 de 5.010 restaurantes en Buenos Aires	34 opiniones	Avenida de Mayo 1389, Buenos Aires C1085ABD Argentina	+54 11 4122-1400	http://www.lacontinental.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_50
96	Fitz Roll	Apto para vegetarianos, Opciones veganas	#1.223 de 5.010 restaurantes en Buenos Aires	36 opiniones	Fitz Roy 1850, Buenos Aires Argentina	+54 9 11 3804-1756	http://www.facebook.com/fitzrolleros	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
97	Bellagamba Bodegon	Almuerzo, Cena	#1.237 de 5.010 restaurantes en Buenos Aires	105 opiniones	Avenida Gaona 1327, Buenos Aires C1416DRD Argentina	4583-6200	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
98	Mordisquito	Comida rápida	#1.239 de 5.010 restaurantes en Buenos Aires	41 opiniones	Esmeralda 278 - 282 CABA, Buenos Aires 1035 Argentina	+54 43942158	http://www.mordisquito.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
99	Bellagamba Bodegon	Cena, Brunch, Almuerzo	#1.242 de 5.010 restaurantes en Buenos Aires	56 opiniones	Carlos Calvo 614, Buenos Aires 1140 Argentina	+54 11 4300-9028	http://www.welcomesantelmo.com/san-telmo-guia/yrwmv3s8ft/Bellagamba	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40
100	Pizzería Lo de Pepín	Apto para vegetarianos	#1.250 de 5.010 restaurantes en Buenos Aires	45 opiniones	Defensa 902 Esquina con Estados Unidos, Buenos Aires 1101 Argentina	+54 11 4300-9740	https://www.facebook.com/PizzeriaLodePepin/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
101	Cachito Premium	Almuerzo, Cena	#1.254 de 5.010 restaurantes en Buenos Aires	105 opiniones	Apolinario Figueroa 399 Serrano 1106 - R.Falcon 1790, Buenos Aires C1414DEX Argentina	+54 11 5248-6664	http://cachitopremium.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
102	El Chiste	Almuerzo, Cena	#1.273 de 5.010 restaurantes en Buenos Aires	42 opiniones	Calle Moreno 467 Monserrat, Buenos Aires C1091AAI Argentina	+54 11 4345-5506	http://www.facebook.com/pages/Pizzer%C3%ADa-El-Chiste/127725597286862?ref=ts&fref=ts	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
103	La Soñada Parrilla - Resto	Almuerzo, Cena	#1.302 de 5.010 restaurantes en Buenos Aires	26 opiniones	Calle Amenabar 887, Buenos Aires C1426AJM Argentina	47831902	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
104	La Birreria - Cañitas	Cena	#1.309 de 5.010 restaurantes en Buenos Aires	21 opiniones	Calle Ortega y Gasset 1899 Esquina Báez, Buenos Aires C1426DHG Argentina	47831902	http://labirreria.com.ar/	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
105	La Cocina De Amira	Libanesa, Albanesa, Del Medio Oriente	#1.331 de 5.010 restaurantes en Buenos Aires	19 opiniones	Montevideo 559, Buenos Aires Argentina	+54 11 4308-0549	none	ui_bubble_rating bubble_50	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
106	Ditali Pizzas & Comidas	Apto para vegetarianos	#1.335 de 5.010 restaurantes en Buenos Aires	50 opiniones	Maipu 908 Paraguay, Buenos Aires Argentina	+54 11 4308-0549	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
107	Pau Pei Cafeteria & Almuerzos	Bar, Saludable, Café	#1.341 de 5.010 restaurantes en Buenos Aires	21 opiniones	Juan Ramirez De Velazco 1501, Buenos Aires C1414ARE CABA Argentina	+54 11 4857-9657	http://www.facebook.com/cafe.PauPei	ui_bubble_rating bubble_45	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45
108	El Gauchito	Almuerzo, Cena	#1.365 de 5.010 restaurantes en Buenos Aires	25 opiniones	Avenida Independencia 414, Buenos Aires C1099AAR Argentina	43008783	http://www.facebook.com/elgauchitosantelmo	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
109	Angelito	Pizzería, Argentina, Comida rápida, Sudamericana	#1.389 de 5.010 restaurantes en Buenos Aires	61 opiniones	Calle Vicente Camargo 490, Buenos Aires C1414AHJ Argentina	4855-9667	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
110	Kentucky Pizza - Hollywood	Almuerzo, Cena	#1.425 de 5.010 restaurantes en Buenos Aires	95 opiniones	Costa Rica 5595, Buenos Aires 1426 Argentina	+54 11 4773-7372	http://www.pizzeriaskentucky.com/locales	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
111	The Birra Lab	Pub con cerveza artesanal, Bar, Comida rápida, Pub	#1.431 de 5.010 restaurantes en Buenos Aires	22 opiniones	Calle Lavalle 721, Buenos Aires C1047AAO Argentina	+54 11 3778-8278	http://www.thebirralab.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
112	Burguer King	Almuerzo	#1.435 de 5.010 restaurantes en Buenos Aires	99 opiniones	Calle Lavalle, 727, Buenos Aires Argentina	+54 810-122-5464	http://www.burgerking.com.ar/restaurante/microcentro-iii	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
113	La Bagueteria	Almuerzo	#1.439 de 5.010 restaurantes en Buenos Aires	38 opiniones	Calle Piedras 120, Buenos Aires C1070AAD Argentina	+54 11 4342-4311	none	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
114	EL Puestito Del Tio	Almuerzo, Cena, Abierto hasta tarde	#1.442 de 5.010 restaurantes en Buenos Aires	25 opiniones	Av Dorrego 3700 entre Figueroa Alcorta y Lugones, Buenos Aires Argentina	+54 11 4342-4311	https://www.facebook.com/pages/El-Puestito-Del-Tio/159507910786243	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
115	La Reverde	Argentina, Sudamericana	#1.445 de 5.010 restaurantes en Buenos Aires	45 opiniones	Montevideo 40, Buenos Aires Argentina	5443841093	http://www.facebook.com/parrillavegana	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
116	McDonald's	Brunch, Desayuno, Almuerzo	#1.452 de 5.010 restaurantes en Buenos Aires	121 opiniones	Calle Florida, 570, Buenos Aires Argentina	5443841093	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
117	Los Sabios	Cena	#1.453 de 5.010 restaurantes en Buenos Aires	67 opiniones	Ave. Corrientes 3733, Buenos Aires Argentina	48659585	http://cityseeker.com/buenos-aires/best-vegetarian-vegan-restaurants_R8	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
118	La Parolaccia Trattoria	Almuerzo, Cena	#1.455 de 5.010 restaurantes en Buenos Aires	17 opiniones	Av. Alicia Moreau de Justo 1052, Buenos Aires Argentina	+54 11 4343-1679	http://www.laparolaccia.com/	ui_bubble_rating bubble_40	none	none	none
119	Peter’s	Cena	#1.476 de 5.010 restaurantes en Buenos Aires	42 opiniones	Nueva York 4010, Buenos Aires C1419HDR CABA Argentina	+54 11 4502-7721	http://www.petershotdog.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
120	El Refugio de Oleiros	Almuerzo, Cena	#1.487 de 5.010 restaurantes en Buenos Aires	40 opiniones	Calle Piedras 848, Buenos Aires C1070AAR Argentina	43001171	http://www.welcomesantelmo.com/san-telmo-guia/09ytpzgnmx/El-Refugio-de-Oleiros	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
121	La Hija del Carnicero	Almuerzo, Cena, Bebidas	#1.493 de 5.010 restaurantes en Buenos Aires	22 opiniones	Gurruchaga 1770, Buenos Aires C1414DIJ Argentina	43001171	https://www.facebook.com/pages/category/Restaurant/La-hija-del-carnicero-343033756397650/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35
122	Hamburga	none	#1.494 de 5.010 restaurantes en Buenos Aires	10 opiniones	Costa Rica 4875, Buenos Aires 1414 Argentina	43001171	http://www.hamburga.com.ar/	ui_bubble_rating bubble_50	none	none	none
123	Luce Cocina	Argentina, Sudamericana	#1.501 de 5.010 restaurantes en Buenos Aires	28 opiniones	Calle Felipe Vallese 1599 Caballito, Buenos Aires C1406FSC Argentina	+54 11 2069-7945	http://es-la.facebook.com/lucecocina	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
124	La Niña de Oro	Almuerzo, Cena, Desayuno	#1.506 de 5.010 restaurantes en Buenos Aires	49 opiniones	Avenida Santa Fe 4500, Buenos Aires C1425BHT Argentina	+54 11 4772-9989	http://www.facebook.com/pages/La-Ni%C3%B1a-de-Oro/578686992164087	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
125	Don German Empanadas	Cena	#1.517 de 5.010 restaurantes en Buenos Aires	29 opiniones	Aguero 2125, Buenos Aires Argentina	4806-7772	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_50
126	Green Factory	Apto para vegetarianos, Opciones veganas	#1.518 de 5.010 restaurantes en Buenos Aires	21 opiniones	Sanabria 4509, Buenos Aires Argentina	+54 11 4504-0203	http://www.greenfactory.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
127	Bar Varela Varelita	Café, Argentina, Sudamericana	#1.524 de 5.010 restaurantes en Buenos Aires	19 opiniones	Avenida Raul Scalabrini Ortiz 2102, Buenos Aires C1425DBP Argentina	+54 11 4504-0203	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
128	Cigaló Specialty Coffee	Bar, Café, Pub	#146 de 441 casas de café y té en Buenos Aires	13 opiniones	Calle Gurruchaga 1876 A, Buenos Aires C1414DIL Argentina	44965357	https://www.facebook.com/cigalocafe/	ui_bubble_rating bubble_45	none	none	none
129	Muffy's Vegertariana	Apto para vegetarianos	#1.559 de 5.010 restaurantes en Buenos Aires	35 opiniones	Suipacha 529, Buenos Aires Argentina	44965357	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
130	Arribo Café	Internacional, Bar, Comida rápida, Pub, Argentina, Sudamericana	#1.573 de 5.010 restaurantes en Buenos Aires	13 opiniones	Suipacha 236 Entre Diagonal Norte y Perón, Buenos Aires C1008AAF Argentina	+54 11 4449-7406	http://www.facebook.com/Arribo-Cultura-natural-231139357279864/	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45
131	Alameda Costanera Sur	Almuerzo, Desayuno, Cena	#1.580 de 5.010 restaurantes en Buenos Aires	37 opiniones	Avenida Costanera Dr Achaval Rodriguez 1431, Buenos Aires C1107ACD Argentina	+54 11 4313-1032	https://www.facebook.com/alamedacostanerasur	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
132	Don fuu	Cena	#1.583 de 5.010 restaurantes en Buenos Aires	11 opiniones	Suipacha 176, Buenos Aires Argentina	+54 9 11 6739-6178	http://www.facebook.com/donfuu.cocinaasiatica/ref=bookmarks	ui_bubble_rating bubble_50	none	none	none
133	Cafe de Madres de Plaza de Mayo	Desayuno, Bebidas	#1.584 de 5.010 restaurantes en Buenos Aires	56 opiniones	Hipolito Yrigoyen 1584, Buenos Aires Argentina	+54 11 4382-3261	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
134	Cafe Del Mercado	Acceso para silla de ruedas	#1.595 de 5.010 restaurantes en Buenos Aires	27 opiniones	Carlos Calvo 430, Buenos Aires 1660 Argentina	+54 11 4382-3261	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
135	Guaica	Almuerzo, Cena	#1.597 de 5.010 restaurantes en Buenos Aires	13 opiniones	Calle Florida 537 Subsuelo Local 315, Buenos Aires 1005 Argentina	+54 11 4328-1872	https://www.facebook.com/guaicabar	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
136	Lopecito	Contemporánea, Argentina, Latina, Comida rápida, Española, Sudamericana	#1.598 de 5.010 restaurantes en Buenos Aires	15 opiniones	Calle Chile 416 Defensa, Buenos Aires C1098AAJ Argentina	+54 11 4300-0820	http://lopecito.com.ar/	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
137	McDonald's	Brunch, Desayuno	#1.600 de 5.010 restaurantes en Buenos Aires	68 opiniones	Avenida Corrientes 980 Carlos Pellegrini, Buenos Aires C1043AAW Argentina	+54 11 4300-0820	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
138	Panaderia y Confiteria Europa	Desayuno, Brunch	#1.606 de 5.010 restaurantes en Buenos Aires	23 opiniones	Carlos Calvo 678, Buenos Aires Argentina	43071796	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
139	Baum San Telmo	Estadounidense, Pizzería, Española, Argentina, Bar, Pub	#1.607 de 5.010 restaurantes en Buenos Aires	58 opiniones	Avenida Belgrano 350, Buenos Aires C1092AAQ Argentina	+54 11 4342-4799	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
140	Tinta Restaurante & Bar	none	#1.608 de 5.010 restaurantes en Buenos Aires	13 opiniones	José A. Cabrera 5621, Buenos Aires C1414BHE Argentina	+54 11 4776-1654	https://www.facebook.com/tintabsas/?ref=py_c	ui_bubble_rating bubble_40	none	none	none
141	La Americana	Apto para vegetarianos	#1.610 de 5.010 restaurantes en Buenos Aires	31 opiniones	Avenida Rivadavia 2800, Buenos Aires C1034ACT Argentina	+54 11 5218-7747	https://www.pizzerialaamericana.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
142	Debar	Bar, Argentina, Caribeña, Comida rápida, Pub	#1.611 de 5.010 restaurantes en Buenos Aires	64 opiniones	Defensa 502, Buenos Aires C1065AAJ Argentina	+54 11 4342-2089	http://www.facebook.com/debar.buenosaires	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
143	El Roncal	Almuerzo	#1.617 de 5.010 restaurantes en Buenos Aires	51 opiniones	25 de Mayo, 692 - Centro, Buenos Aires Argentina	4313-5474	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
