name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
La Fachada	Apto para vegetarianos	#969 de 5.004 restaurantes en Buenos Aires	54 opiniones	Araoz 1283, Buenos Aires 1426 Argentina	+54 11 4774-6535	http://www.lafachada.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Panaderia Arabe Fatay	Apto para vegetarianos	#980 de 5.004 restaurantes en Buenos Aires	34 opiniones	Calle Felipe Vallese 3535, Buenos Aires C1407MHE Argentina	+54 11 4671-3868		ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
Jaam	Bar de vinos, Saludable	#990 de 5.004 restaurantes en Buenos Aires	16 opiniones	Bolívar 916, Buenos Aires C1066AAT Argentina	+54 11 5569-4163	https://www.facebook.com/JAAM-642956496136813/	ui_bubble_rating bubble_50			
El Salteño	Almuerzo, Cena, Abierto hasta tarde	#1.004 de 5.004 restaurantes en Buenos Aires	86 opiniones	Gascon 578, Buenos Aires Argentina	+54 11 5569-4163		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
El Boliche de Roberto	Cena	#1.032 de 5.004 restaurantes en Buenos Aires	61 opiniones	Calle Bulnes 331, Buenos Aires C1176ABE Argentina	+54 11 6546-3695	http://www.facebook.com/pages/El-Boliche-De-Roberto/211025942251866	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Dado	Comida rápida, Argentina, Sudamericana	#1.043 de 5.004 restaurantes en Buenos Aires	33 opiniones	Parana 320, Buenos Aires Argentina	+54 11 4371-4193		ui_bubble_rating bubble_45	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
Club Social General Alvear	Almuerzo, Cena	#1.050 de 5.004 restaurantes en Buenos Aires	43 opiniones	Calle Ruggieri 2736, Buenos Aires C1425DLB Argentina	48025445		ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
Estilo Veggie	Cervecería, Latina, Española, Pub, Argentina, Sudamericana	#1.058 de 5.004 restaurantes en Buenos Aires	70 opiniones	Fitz Roy 1941, Buenos Aires 1414 Argentina	+54 11 4775-6056	https://www.facebook.com/EstiloVeggiePalermo/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Genghis Mongolian Grill	Fusión, Asiática, Mongola	#1.075 de 5.004 restaurantes en Buenos Aires	86 opiniones	El Salvador 5090, Buenos Aires C1414BPR Argentina	+54 11 5850-5666	http://www.facebook.com/Mongolian-GRILL-Genghis-278930955609648/timeline/?ref=hl	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
Jay's	Estadounidense, Del sudoeste de EE.UU	#1.079 de 5.004 restaurantes en Buenos Aires	23 opiniones	Antonio Beruti 2640 Entre Anchorena Y Ecuador, Buenos Aires C1425BBD Argentina	+54 11 4823-5857	http://jaysamerican.com/	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
Hoy	China, Asiática	#1.089 de 5.004 restaurantes en Buenos Aires	36 opiniones	Intendente Alfaro 50 Acassuso, Buenos Aires 1641 Argentina	4793-8455 4792-3107		ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
La Covacha de Chicho	Almuerzo, Cena	#1.115 de 5.004 restaurantes en Buenos Aires	45 opiniones	Chacabuco 1054, Buenos Aires Argentina	+54 11 4300-1872		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Esquina Libertad	Cena, Abierto hasta tarde, Bebidas	#1.157 de 5.004 restaurantes en Buenos Aires	65 opiniones	Uriarte 1501 Palermo, Buenos Aires Argentina	4 897-2069	http://www.guiaoleo.com.ar/restaurantes/Esquina-Libertad-6923	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Sheikob's Bagels	Estadounidense, Sudamericana	#1.179 de 5.004 restaurantes en Buenos Aires	48 opiniones	Uriarte 1386, Buenos Aires C1414 Argentina	+54 11 4776-4358	http://facebook.com/sheikobsbagels	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
Hello Frank Hamburguesas de Autor	Comida rápida	#1.180 de 5.004 restaurantes en Buenos Aires	64 opiniones	Caballito Calle Doblas 601 Esquina Valle, Buenos Aires C1424BLM Argentina	1527465299	http://www.facebook.com/HelloFrankHamburguesas/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35
Café San Bernardo	Argentina	#1.191 de 5.004 restaurantes en Buenos Aires	74 opiniones	Av Corrientes 5436, Buenos Aires 1414 Argentina	+54 11 4855-3956	http://www.cafesanbernardo.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
La Ventanita	Cena	#1.195 de 5.004 restaurantes en Buenos Aires	31 opiniones	Minones 1686 Miñones y Olazábal, Buenos Aires 1428 Argentina	+54 11 4784-2673		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Pizzeria MiTio	Almuerzo, Cena	#1.198 de 5.004 restaurantes en Buenos Aires	28 opiniones	Defensa X Estados Unidos, Buenos Aires Argentina	43621244		ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
La Continental	Argentina, Italiana, Pizzería, Café, Comida rápida, Sudamericana	#1.214 de 5.004 restaurantes en Buenos Aires	34 opiniones	Avenida de Mayo 1389, Buenos Aires C1085ABD Argentina	+54 11 4122-1400	http://www.lacontinental.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_50
Fitz Roll	Apto para vegetarianos, Opciones veganas	#1.224 de 5.004 restaurantes en Buenos Aires	36 opiniones	Fitz Roy 1850, Buenos Aires Argentina	+54 9 11 3804-1756	http://www.facebook.com/fitzrolleros	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
Bellagamba Bodegon	Almuerzo, Cena	#1.235 de 5.004 restaurantes en Buenos Aires	105 opiniones	Avenida Gaona 1327, Buenos Aires C1416DRD Argentina	4583-6200		ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
Mordisquito	Comida rápida	#1.240 de 5.004 restaurantes en Buenos Aires	41 opiniones	Esmeralda 278 - 282 CABA, Buenos Aires 1035 Argentina	+54 43942158	http://www.mordisquito.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Bellagamba Bodegon	Cena, Brunch, Almuerzo	#1.242 de 5.004 restaurantes en Buenos Aires	56 opiniones	Carlos Calvo 614, Buenos Aires 1140 Argentina	+54 11 4300-9028	http://www.welcomesantelmo.com/san-telmo-guia/yrwmv3s8ft/Bellagamba	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40
Pizzería Lo de Pepín	Apto para vegetarianos	#1.249 de 5.004 restaurantes en Buenos Aires	45 opiniones	Defensa 902 Esquina con Estados Unidos, Buenos Aires 1101 Argentina	+54 11 4300-9740	https://www.facebook.com/PizzeriaLodePepin/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Cachito Premium	Almuerzo, Cena	#1.253 de 5.004 restaurantes en Buenos Aires	105 opiniones	Apolinario Figueroa 399 Esq. Valentín Virasoro, Buenos Aires C1414EDG Argentina	+54 11 4855-0959	http://cachitopremium.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
El Chiste	Almuerzo, Cena	#1.275 de 5.004 restaurantes en Buenos Aires	42 opiniones	Calle Moreno 467 Monserrat, Buenos Aires C1091AAI Argentina	+54 11 4345-5506	http://www.facebook.com/pages/Pizzer%C3%ADa-El-Chiste/127725597286862?ref=ts&fref=ts	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
La Soñada Parrilla - Resto	Almuerzo, Cena	#1.306 de 5.004 restaurantes en Buenos Aires	26 opiniones	Calle Amenabar 887, Buenos Aires C1426AJM Argentina	47831902		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
La Birreria - Cañitas	Cena	#1.310 de 5.004 restaurantes en Buenos Aires	21 opiniones	Calle Ortega y Gasset 1899 Esquina Báez, Buenos Aires C1426DHG Argentina	47831902	http://labirreria.com.ar/	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
La Orquidea	Brunch, Desayuno	#1.329 de 5.004 restaurantes en Buenos Aires	30 opiniones	Avenida Corrientes 4101, Buenos Aires C1195AAA Argentina	+54 11 4864-0957		ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
La Cocina De Amira	Libanesa, Albanesa, Del Medio Oriente	#1.331 de 5.004 restaurantes en Buenos Aires	19 opiniones	Montevideo 559, Buenos Aires Argentina	+54 11 4308-0549		ui_bubble_rating bubble_50	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
Ditali Pizzas & Comidas	Apto para vegetarianos	#1.334 de 5.004 restaurantes en Buenos Aires	50 opiniones	Maipu 908 Paraguay, Buenos Aires Argentina	+54 11 4308-0549		ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Pau Pei Cafeteria & Almuerzos	Bar, Saludable, Café	#1.345 de 5.004 restaurantes en Buenos Aires	21 opiniones	Juan Ramirez De Velazco 1501, Buenos Aires C1414ARE CABA Argentina	+54 11 4857-9657	http://www.facebook.com/cafe.PauPei	ui_bubble_rating bubble_45	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45
El Gauchito	Almuerzo, Cena	#1.365 de 5.004 restaurantes en Buenos Aires	25 opiniones	Avenida Independencia 414, Buenos Aires C1099AAR Argentina	43008783	http://www.facebook.com/elgauchitosantelmo	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
Angelito	Pizzería, Argentina, Comida rápida, Sudamericana	#1.388 de 5.004 restaurantes en Buenos Aires	61 opiniones	Calle Vicente Camargo 490, Buenos Aires C1414AHJ Argentina	4855-9667		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Subway	Desayuno, Almuerzo	#1.416 de 5.004 restaurantes en Buenos Aires	65 opiniones	Florida y Córdoba Subsuelo, Patio De Comida, Buenos Aires Argentina	+54 11 5555-5110	http://www.subwayargentina.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Kentucky Pizza - Hollywood	Almuerzo, Cena	#1.424 de 5.004 restaurantes en Buenos Aires	95 opiniones	Costa Rica 5595, Buenos Aires 1426 Argentina	+54 11 4773-7372	http://www.pizzeriaskentucky.com/locales	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Burguer King	Almuerzo	#1.434 de 5.004 restaurantes en Buenos Aires	99 opiniones	Calle Lavalle, 727, Buenos Aires Argentina	+54 810-122-5464	http://www.burgerking.com.ar/restaurante/microcentro-iii	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
The Birra Lab	Cervecería, Bar, Comida rápida, Pub	#1.436 de 5.004 restaurantes en Buenos Aires	22 opiniones	Calle Lavalle 721, Buenos Aires C1047AAO Argentina	+54 11 3778-8278	http://www.thebirralab.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
La Bagueteria	Almuerzo	#1.440 de 5.004 restaurantes en Buenos Aires	38 opiniones	Calle Piedras 120, Buenos Aires C1070AAD Argentina	+54 11 4342-4311		ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
EL Puestito Del Tio	Almuerzo, Cena, Abierto hasta tarde	#1.443 de 5.004 restaurantes en Buenos Aires	25 opiniones	Av Dorrego 3700 entre Figueroa Alcorta y Lugones, Buenos Aires Argentina	+54 11 4342-4311	https://www.facebook.com/pages/El-Puestito-Del-Tio/159507910786243	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
La Reverde	Argentina, Sudamericana	#1.445 de 5.004 restaurantes en Buenos Aires	45 opiniones	Montevideo 40, Buenos Aires Argentina	5443841093	http://www.facebook.com/parrillavegana	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
McDonald's	Brunch, Desayuno, Almuerzo	#1.451 de 5.004 restaurantes en Buenos Aires	121 opiniones	Calle Florida, 570, Buenos Aires Argentina	5443841093		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Los Sabios	Cena	#1.452 de 5.004 restaurantes en Buenos Aires	67 opiniones	Ave. Corrientes 3733, Buenos Aires Argentina	48659585	http://cityseeker.com/buenos-aires/best-vegetarian-vegan-restaurants_R8	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
La Parolaccia Trattoria	Almuerzo, Cena	#1.457 de 5.004 restaurantes en Buenos Aires	17 opiniones	Av. Alicia Moreau de Justo 1052, Buenos Aires Argentina	+54 11 4343-1679	http://www.laparolaccia.com/	ui_bubble_rating bubble_40			
Lo de Nestor	Almuerzo, Cena	#1.472 de 5.004 restaurantes en Buenos Aires	47 opiniones	Bolivar 548, Buenos Aires Argentina	+54 11 4342-7588	https://www.facebook.com/pages/Bar-Lo-De-N%C3%A9stor/1438249583096199	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Tinta Restaurante & Bar		#1.473 de 5.004 restaurantes en Buenos Aires	14 opiniones	José A. Cabrera 5621, Buenos Aires C1414BHE Argentina	+54 11 4776-1654	https://www.facebook.com/tintabsas/?ref=py_c	ui_bubble_rating bubble_45			
Peter’s	Cena	#1.476 de 5.004 restaurantes en Buenos Aires	42 opiniones	Nueva York 4010, Buenos Aires C1419HDR CABA Argentina	+54 11 4502-7721	http://www.petershotdog.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
El Refugio de Oleiros	Almuerzo, Cena	#1.485 de 5.004 restaurantes en Buenos Aires	40 opiniones	Calle Piedras 848, Buenos Aires C1070AAR Argentina	43001171	http://www.welcomesantelmo.com/san-telmo-guia/09ytpzgnmx/El-Refugio-de-Oleiros	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Hamburga		#1.495 de 5.004 restaurantes en Buenos Aires	10 opiniones	Costa Rica 4875, Buenos Aires 1414 Argentina	43001171	http://www.hamburga.com.ar/	ui_bubble_rating bubble_50			
Luce Cocina	Argentina, Sudamericana	#1.502 de 5.004 restaurantes en Buenos Aires	28 opiniones	Calle Felipe Vallese 1599 Caballito, Buenos Aires C1406FSC Argentina	+54 11 2069-7945	http://es-la.facebook.com/lucecocina	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
La Niña de Oro	Almuerzo, Cena, Desayuno	#1.503 de 5.004 restaurantes en Buenos Aires	49 opiniones	Avenida Santa Fe 4500, Buenos Aires C1425BHT Argentina	+54 11 4772-9989	http://www.facebook.com/pages/La-Ni%C3%B1a-de-Oro/578686992164087	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Don German Empanadas	Cena	#1.517 de 5.004 restaurantes en Buenos Aires	29 opiniones	Aguero 2125, Buenos Aires Argentina	4806-7772		ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_50
Bar Varela Varelita	Café, Argentina, Sudamericana	#1.528 de 5.004 restaurantes en Buenos Aires	19 opiniones	Avenida Raul Scalabrini Ortiz 2102, Buenos Aires C1425DBP Argentina	4806-7772		ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Cigaló Specialty Coffee	Bar, Café, Pub	#145 de 438 casas de café y té en Buenos Aires	13 opiniones	Calle Gurruchaga 1876 A, Buenos Aires C1414DIL Argentina	44965357	https://www.facebook.com/cigalocafe/	ui_bubble_rating bubble_45			
Muffy's Vegertariana	Apto para vegetarianos	#1.560 de 5.004 restaurantes en Buenos Aires	35 opiniones	Suipacha 529, Buenos Aires Argentina	44965357		ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
Arribo Café	Internacional, Bar, Comida rápida, Pub, Argentina, Sudamericana	#1.580 de 5.004 restaurantes en Buenos Aires	13 opiniones	Suipacha 236 Entre Diagonal Norte y Perón, Buenos Aires C1008AAF Argentina	+54 11 4449-7406	http://www.facebook.com/Arribo-Cultura-natural-231139357279864/	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45
Alameda Costanera Sur	Almuerzo, Desayuno, Cena	#1.581 de 5.004 restaurantes en Buenos Aires	37 opiniones	Avenida Costanera Dr Achaval Rodriguez 1431, Buenos Aires C1107ACD Argentina	+54 11 4449-7406		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Cafe de Madres de Plaza de Mayo	Desayuno, Bebidas	#1.585 de 5.004 restaurantes en Buenos Aires	56 opiniones	Hipolito Yrigoyen 1584, Buenos Aires Argentina	+54 11 4382-3261		ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Don fuu	Cena	#1.587 de 5.004 restaurantes en Buenos Aires	11 opiniones	Suipacha 176, Buenos Aires Argentina	+54 9 11 6739-6178	http://www.facebook.com/donfuu.cocinaasiatica/ref=bookmarks	ui_bubble_rating bubble_50			
Cafe Del Mercado	Acceso para silla de ruedas	#1.597 de 5.004 restaurantes en Buenos Aires	27 opiniones	Carlos Calvo 430, Buenos Aires 1660 Argentina	+54 9 11 6739-6178		ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
McDonald's	Brunch, Desayuno	#1.598 de 5.004 restaurantes en Buenos Aires	68 opiniones	Avenida Corrientes 980 Carlos Pellegrini, Buenos Aires C1043AAW Argentina	+54 9 11 6739-6178	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Lopecito	Contemporánea, Argentina, Latina, Comida rápida, Española, Sudamericana	#1.602 de 5.004 restaurantes en Buenos Aires	15 opiniones	Calle Chile 416 Defensa, Buenos Aires C1098AAJ Argentina	+54 11 4300-0820	http://lopecito.com.ar/	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Guaica	Almuerzo, Cena	#1.603 de 5.004 restaurantes en Buenos Aires	13 opiniones	Calle Florida 537 Subsuelo Local 315, Buenos Aires 1005 Argentina	+54 11 4328-1872	https://www.facebook.com/guaicabar	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
Baum San Telmo	Estadounidense, Pizzería, Española, Argentina, Bar, Pub	#1.607 de 5.004 restaurantes en Buenos Aires	58 opiniones	Avenida Belgrano 350, Buenos Aires C1092AAQ Argentina	+54 11 4342-4799		ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Debar	Bar, Argentina, Caribeña, Comida rápida, Pub, Sudamericana	#1.609 de 5.004 restaurantes en Buenos Aires	64 opiniones	Defensa 502, Buenos Aires C1065AAJ Argentina	+54 11 4342-2089	http://www.facebook.com/debar.buenosaires	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
La Americana	Apto para vegetarianos	#1.610 de 5.004 restaurantes en Buenos Aires	31 opiniones	Avenida Rivadavia 2800, Buenos Aires C1034ACT Argentina	+54 11 5218-7747	https://www.pizzerialaamericana.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Panaderia y Confiteria Europa	Desayuno, Brunch	#1.611 de 5.004 restaurantes en Buenos Aires	23 opiniones	Carlos Calvo 678, Buenos Aires Argentina	43071796		ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
El Roncal	Almuerzo	#1.618 de 5.004 restaurantes en Buenos Aires	51 opiniones	25 de Mayo, 692 - Centro, Buenos Aires Argentina	4313-5474		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
